HR,Irradiance,Temperature,Humidity,POWER
20,0,22.76,58.04,0
21,0,21.98,63.14,0
22,0,21.37,67.57,0
23,0,20.89,70.73,0
0,0,20.49,72.79,0
1,0,20.27,74.41,0
2,0,20.07,74.91,0
3,0,20.02,74.66,0
4,0,19.88,74.93,0
5,0,19.59,75.16,0
6,11.95,19.38,76.74,0.20902845
7,120.7,20.79,68.59,1.65183385
8,279.58,22.42,60.72,3.94910762
9,462,25.98,42.18,7.223742
10,572.5,28.72,30.45,9.645865
11,654.28,30.49,25.54,11.54059874
12,755.28,32.03,22.65,13.83852828
13,697.42,32.79,21.48,13.03610581
14,561.25,32.92,21.12,10.559045
15,382.3,32.41,21.73,7.15927935
16,209.18,31.02,27.34,3.86436862
17,44.45,27.05,48.47,0.877755125
18,0,24.45,51.91,0
19,0,23.28,53.82,0
20,0,22.52,55.14,0
21,0,22.2,55.01,0
22,0,22.54,50.96,0
23,0,22.89,46.79,0
0,0,22.95,42.81,0
1,0,22.4,43.2,0
2,0,21.32,47.55,0
3,0,20.67,50.46,0
4,0,20.03,52.97,0
5,0,19.52,55.04,0
6,13.12,19.07,59.61,0.22178928
7,135.48,21.1,55.11,1.8644326
8,302.85,23.7,43.87,4.44558275
9,476.25,27.34,40.94,7.73524125
10,619.53,29.79,32.79,10.72834692
11,741.55,31.56,26.81,13.4223056
12,716.67,32.73,23.43,13.3629866
13,633.58,33.24,21.79,11.98301464
14,521.3,33.16,21.25,9.8737136
15,366.75,32.54,21.77,6.89563275
16,196.85,31.12,27.53,3.6548749
17,42.03,28.09,44.57,0.858892715
18,0,26.57,43.64,0
19,0,26.26,41.04,0
20,0,25.62,41.08,0
21,0,24.66,44.81,0
22,0,23.29,52.32,0
23,0,21.65,61.71,0
0,0,20.25,71.71,0
1,0,19.38,81.8,0
2,0,18.91,91.12,0
3,0,18.81,96.98,0
4,0,18.86,100,0
5,0,18.97,100,0
6,13.12,19.63,100,0.22509552
7,127.88,22.54,90.68,1.84663684
8,310.7,25.22,78.21,4.7712593
9,498.62,28.1,62.66,8.2648749
10,659.03,30.37,51.14,11.577996
11,705.47,32.14,42.25,12.95872511
12,730.62,33.21,36.56,13.77857559
13,667.12,33.75,33.48,12.763585
14,535.28,33.75,32.35,10.276865
15,362.02,33.14,33.01,6.90637926
16,184.9,31.94,37.22,3.5109427
17,45.25,29.26,55.92,0.93549425
18,0,27.35,60.32,0
19,0,26.27,65.52,0
20,0,25.37,70.99,0
21,0,24.59,75.96,0
22,0,23.91,80.39,0
23,0,23.36,83.89,0
0,0,22.87,87.16,0
1,0,22.43,90.16,0
2,0,22.01,92.94,0
3,0,21.7,94.96,0
4,0,21.4,96.81,0
5,0,21.2,98.19,0
6,12.62,21.51,97.02,0.22948029
7,122.18,23.51,87.48,1.82077831
8,309.27,26.26,71.56,4.89440609
9,494.62,28.86,56.25,8.36845494
10,633.3,30.9,46.41,11.2809115
11,736.6,32.4,40.35,13.611878
12,731.72,33.62,36.27,13.93414188
13,629.67,34.25,33.79,12.19605138
14,511.25,34.35,32.4,9.959834375
15,334.3,33.91,32.11,6.50487585
16,175.55,32.8,34.83,3.4094305
17,37.45,29.85,52.69,0.813484625
18,0,27.8,56.97,0
19,0,26.49,59.48,0
20,0,25.18,61.61,0
21,0,24.16,63.81,0
22,0,23.51,65.49,0
23,0,23.18,65.48,0
0,0,22.97,64.28,0
1,0,22.59,64.14,0
2,0,22.07,65.11,0
3,0,21.53,66.01,0
4,0,21.02,67.55,0
5,0,20.75,67.8,0
6,11.4,20.69,68.86,0.2088897
7,111.9,21.83,65.46,1.58887465
8,228.45,24.49,52.72,3.454320725
9,377.62,28.5,36,6.3490515
10,561.58,31.22,28.92,10.09556242
11,701.47,32.97,26.49,13.14787216
12,764.47,33.92,25.89,14.65563258
13,647.22,34.38,25.9,12.57021562
14,516,34.28,26.66,10.034816
15,346.23,33.69,28.26,6.697382415
16,191.62,32.12,34.72,3.64825048
17,44.75,28.54,53.33,0.91253675
18,0,26.44,58.54,0
19,0,25.6,60.78,0
20,0,24.83,63.28,0
21,0,24.38,64.57,0
22,0,24.17,64.3,0
23,0,23.81,64.69,0
0,0,23.12,67.36,0
1,0,22.36,71.01,0
2,0,21.78,74.49,0
3,0,21.37,77.47,0
4,0,21.08,79.55,0
5,0,20.76,81.35,0
6,13.68,20.47,83.57,0.23731332
7,135.68,21.94,77.19,1.91836864
8,292.27,24.87,65.15,4.446952205
9,496.88,28.58,48.34,8.34367368
10,693.7,31.42,36.83,12.5095993
11,779.12,33.08,31.81,14.62968032
12,713.85,34.42,28.4,13.85376015
13,683.95,35.01,26.43,13.47010278
14,566.75,34.96,25.68,11.1814235
15,385.65,34.34,26.06,7.55563695
16,202.57,33,28.99,3.927802
17,47.45,29.22,47.41,0.97185755
18,0,26.71,52.31,0
19,0,25.68,52.28,0
20,0,24.59,54.22,0
21,0,23.38,58.32,0
22,0,22.79,61.33,0
23,0,22.52,63.02,0
0,0,22.27,64.07,0
1,0,21.83,64.99,0
2,0,21.29,66.15,0
3,0,20.61,68.46,0
4,0,19.39,71.49,0
5,0,18.18,74.52,0
6,12.48,17.73,74.7,0.20637168
7,135.62,20.07,57.4,1.80342703
8,289.2,22.94,45.66,4.1499116
9,469.52,27.23,30.71,7.60396332
10,659.78,30.56,22.78,11.64746956
11,781.62,32.86,18.85,14.59888994
12,828.7,34.16,17.74,15.9664014
13,769.2,34.71,17.64,15.0290194
14,641.08,34.67,18.07,12.54585962
15,455.35,34.08,19.08,8.8408101
16,268.77,32.63,23.71,5.114371795
17,62.12,28.63,44.01,1.20327302
18,0,25.78,49.84,0
19,0,24.53,52.83,0
20,0,23.52,56.01,0
21,0,22.74,59.18,0
22,0,22.28,60.92,0
23,0,22.17,60.44,0
0,0,22.02,59.61,0
1,0,21.43,60.67,0
2,0,20.53,63.39,0
3,0,19.54,66.86,0
4,0,18.59,69.94,0
5,0,17.87,71.37,0
6,12.02,17.75,72.41,0.20108475
7,130.68,20.44,56.31,1.76204464
8,325.9,23.7,41.96,4.7778485
9,502.27,28.08,27.08,8.32019622
10,705.12,31.1,21.04,12.6123544
11,817.38,33.03,18.29,15.32430263
12,896.33,34.14,17.09,17.25155529
13,838.78,34.64,16.46,16.35032764
14,706.28,34.56,16.35,13.77261656
15,513.22,33.92,16.88,9.90836508
16,283.85,32.45,20.48,5.369357125
17,73.18,28.04,41.97,1.36781024
18,0,25.52,44.61,0
19,0,24.53,46.3,0
20,0,23.78,47.56,0
21,0,23.36,47.54,0
22,0,23.28,45.78,0
23,0,23.2,44.22,0
0,0,22.55,45.23,0
1,0,21.5,47.28,0
2,0,20.06,52.78,0
3,0,18.79,57.77,0
4,0,17.64,62.73,0
5,0,16.83,65.89,0
6,12.15,16.64,68.88,0.1965417
7,132.98,19.68,53.59,1.74634588
8,282,22.72,43.82,4.020668
9,474.52,27.32,28.77,7.70319888
10,690.85,30.68,21.15,12.2285626
11,801.97,32.63,18.41,14.893114
12,832.05,33.7,17.24,15.85822575
13,760.85,34.17,16.66,14.68239753
14,619.17,34.04,16.77,11.94633356
15,427.9,33.35,17.6,8.17633425
16,234.35,31.59,24.83,4.370214925
17,55.42,27.53,44.41,1.06439567
18,0,25.05,46.92,0
19,0,23.78,50.19,0
20,0,22.78,52.85,0
21,0,22.02,54.77,0
22,0,21.51,55.84,0
23,0,21.15,56.58,0
0,0,20.77,57.38,0
1,0,20.18,59.42,0
2,0,19.35,62.74,0
3,0,18.5,66.76,0
4,0,17.75,70.38,0
5,0,17.13,73.05,0
6,11.1,17.06,74.7,0.1868397
7,127.9,19.8,59.9,1.689214
8,291,22.68,48.69,4.141196
9,464.92,27.13,33.28,7.50942582
10,671.62,30.4,25.28,11.8063366
11,801.78,32.53,21.27,14.85353153
12,858.95,33.75,19.28,16.38636563
13,800.05,34.26,18.14,15.46455835
14,656.47,34.2,17.69,12.7048358
15,463.75,33.56,18.12,8.892615
16,245.73,31.94,22.89,4.61336479
17,61.53,27.44,42.77,1.16050994
18,0,24.67,46.55,0
19,0,23.74,47.77,0
20,0,22.97,50.25,0
21,0,22.33,53.24,0
22,0,21.82,55.69,0
23,0,21.45,57.5,0
0,0,21.07,59.21,0
1,0,20.66,61.2,0
2,0,20.31,63.23,0
3,0,20.07,64.72,0
4,0,19.88,66.04,0
5,0,19.69,67.19,0
6,11.65,19.66,69.74,0.20675505
7,111.53,21.35,60.54,1.559761975
8,253.8,23.89,50.18,3.7602269
9,414.23,28.34,34.88,6.92603769
10,585.58,31.06,27.83,10.48057666
11,694.4,32.71,24.79,12.9352208
12,709.45,33.88,23.05,13.5967122
13,685.4,34.46,22.36,13.3287478
14,589.12,34.37,22.74,11.46082448
15,410.65,33.74,24.14,7.92483645
16,250.62,32.38,30.17,4.75160902
17,57.83,29.37,47.48,1.151172695
18,0,27.61,52.11,0
19,0,26.69,56.38,0
20,0,25.8,61.02,0
21,0,25,65.5,0
22,0,24.15,70.77,0
23,0,23.48,76.04,0
0,0,23.01,81.07,0
1,0,22.64,85.69,0
2,0,22.34,89.69,0
3,0,22.06,93.1,0
4,0,21.86,95.63,0
5,0,21.73,97.49,0
6,11.12,22.1,96.12,0.2122884
7,101.97,24.04,86.36,1.55549896
8,254.62,26.41,73.92,4.06085639
9,410.27,28.74,61.49,6.93453441
10,631.1,30.65,52.07,11.17107175
11,780.38,32.11,45.42,14.31252581
12,752.4,33.07,40.75,14.1383406
13,663.55,33.69,37.48,12.67806228
14,564.95,33.9,35.63,10.87687475
15,401.12,33.7,35.07,7.7371848
16,233.77,32.84,37.4,4.49129056
17,52.8,30.45,54.19,1.091492
18,0,28.43,58.92,0
19,0,27.38,63.45,0
20,0,26.44,67.48,0
21,0,25.66,71.64,0
22,0,25.09,75.43,0
23,0,24.61,78.56,0
0,0,24.17,81.79,0
1,0,23.59,85.65,0
2,0,23.17,88.77,0
3,0,22.84,91.37,0
4,0,22.54,93.56,0
5,0,22.29,95.26,0
6,11.57,22.53,94.09,0.220689945
7,135.12,24.09,86.06,2.04146836
8,317.9,26.16,74.94,5.0144438
9,496.98,28.35,62.57,8.29389735
10,672.53,30.21,53.29,11.76469659
11,759.22,31.64,47.21,13.76684936
12,720.03,32.76,42.65,13.43479476
13,651.62,33.6,39.21,12.4260694
14,561.05,33.96,37.09,10.8179036
15,399.25,33.74,36.56,7.70900025
16,220.77,32.89,38.69,4.255393885
17,56.4,30.73,53.53,1.1614274
18,0,29.27,54.7,0
19,0,28.38,57.16,0
20,0,27.57,60.65,0
21,0,26.98,62.15,0
22,0,26.48,64,0
23,0,26.03,65.71,0
0,0,25.35,68.77,0
1,0,24.63,71.14,0
2,0,23.91,74.04,0
3,0,23.23,76.86,0
4,0,22.59,79.57,0
5,0,21.97,82.48,0
6,10.88,21.69,84.89,0.20699424
7,116.53,23.27,78.83,1.727231395
8,206.4,26.27,63.02,3.2939576
9,477.65,30.11,42.99,8.353106175
10,530.75,32.63,32.56,9.883580125
11,707.55,34.22,27.45,13.65887495
12,765.42,35.29,24.51,15.14557731
13,717.92,35.73,23.14,14.36527672
14,595.42,35.49,23.16,11.88198011
15,411.58,34.74,24.42,8.12765514
16,241.43,32.98,30.55,4.64842513
17,63.97,29.37,45.76,1.255347005
18,0,26.92,52.94,0
19,0,25.92,56.76,0
20,0,25.04,61.21,0
21,0,24.4,64.73,0
22,0,23.95,66.97,0
23,0,23.49,68.89,0
0,0,23.03,70.64,0
1,0,22.69,71.4,0
2,0,22.32,72.25,0
3,0,21.77,74.05,0
4,0,21.21,75.73,0
5,0,20.75,76.85,0
6,11.1,20.56,78.04,0.2043222
7,133,22.23,69.56,1.8992155
8,293.1,25.47,57.7,4.53849065
9,497.45,29.83,39.53,8.632957575
10,698.08,32.67,29.09,12.98062312
11,814.65,34.46,24.04,15.79771505
12,867.25,35.7,20.64,17.30455875
13,812.35,36.28,18.34,16.4387386
14,682.53,36.26,16.95,13.83632951
15,494.2,35.66,16.54,9.9336774
16,274.23,34.24,19.18,5.41369834
17,76.53,29.91,38.44,1.487043035
18,0,26.77,42.67,0
19,0,25.3,46.73,0
20,0,24.13,51.92,0
21,0,23.23,57.73,0
22,0,22.69,62.81,0
23,0,22.47,66.1,0
0,0,22.28,67.69,0
1,0,21.97,69.71,0
2,0,21.63,71.63,0
3,0,21.23,74.46,0
4,0,20.83,77.09,0
5,0,20.17,80.66,0
6,12.12,19.79,83.56,0.21338466
7,147.68,22,73.94,2.085832
8,345.67,25.17,62.1,5.291493755
9,530.8,29.08,43.84,9.0265488
10,667.5,31.89,30.44,12.18208375
11,843.2,33.66,23.76,16.0439504
12,860.17,34.68,20.39,16.76945052
13,739.6,35.09,18.62,14.5821538
14,664.08,34.94,17.87,13.07162984
15,486.55,34.27,17.87,9.477893325
16,268.1,32.99,20.48,5.14545355
17,71.4,30.38,33.66,1.4138594
18,0,28.91,33.71,0
19,0,28.11,35.26,0
20,0,27.5,35.33,0
21,0,26.75,36.71,0
22,0,25.97,39.5,0
23,0,25.02,44.24,0
0,0,23.92,48.65,0
1,0,22.76,54.51,0
2,0,21.54,61.96,0
3,0,20.28,71.28,0
4,0,19.32,81.74,0
5,0,18.7,90.57,0
6,11.62,19.09,92.26,0.20339661
7,142.43,22.58,76.31,2.05134373
8,329.23,25.94,60.21,5.15771429
9,533.78,29.43,42,9.16079043
10,725.97,32.04,30.23,13.28942296
11,829.25,33.81,23.78,15.83631163
12,860.8,34.88,20.65,16.8591168
13,805.2,35.36,19.24,15.9618424
14,677.45,35.31,18.82,13.44477928
15,488.95,34.68,19.39,9.6141162
16,270.3,33.37,22.29,5.23258495
17,75.65,29.66,41.2,1.46338805
18,0,27.11,46.85,0
19,0,25.98,50.94,0
20,0,25.07,55.28,0
21,0,24.34,59.25,0
22,0,23.72,62.94,0
23,0,23.13,66.91,0
0,0,22.51,71.28,0
1,0,21.95,75,0
2,0,21.61,77.15,0
3,0,21.32,78.53,0
4,0,20.87,80.49,0
5,0,20.13,83.83,0
6,10.6,19.96,84.3,0.1949592
7,134.8,22.27,71.48,1.9263982
8,328.65,25.72,56.02,5.1162326
9,535.05,29.12,42.54,9.1077327
10,717.75,31.86,33.17,13.08194425
11,826.62,33.71,27.51,15.74923709
12,824.1,34.9,23.99,16.1528655
13,765.92,35.45,22.03,15.2205388
14,633.88,35.35,21.26,12.6004961
15,449.67,34.69,21.43,8.855836035
16,261.85,32.92,26.16,5.0209834
17,69.28,29.45,38.38,1.3479332
18,0,27.16,42.49,0
19,0,25.92,45.94,0
20,0,24.74,51.72,0
21,0,23.87,59.24,0
22,0,23.29,67.94,0
23,0,22.79,77.75,0
0,0,22.22,87.4,0
1,0,21.68,94.27,0
2,0,21.36,98.09,0
3,0,21.27,99.55,0
4,0,21.26,99.82,0
5,0,21.14,100,0
6,10.77,21.51,98.29,0.204635715
7,136.65,24.1,83.61,2.06440675
8,319.95,26.88,68.07,5.1499277
9,468.15,29.64,50.86,8.0897472
10,606.15,32.07,36.45,11.12071623
11,717.55,33.76,29.2,13.7018321
12,769.88,34.72,25.55,15.03565512
13,700.95,35.13,23.55,13.83953058
14,563.15,35,22.65,11.121425
15,428.65,34.45,22.49,8.402584125
16,243,33.32,23.72,4.714792
17,60.67,29.91,38.06,1.214100365
18,0,26.84,41.21,0
19,0,25.39,40.94,0
20,0,24.07,42.15,0
21,0,23.09,44.35,0
22,0,22.44,46.18,0
23,0,22.18,46.49,0
0,0,21.87,46.88,0
1,0,21.38,48.7,0
2,0,20.95,50.67,0
3,0,20.48,53.19,0
4,0,20.02,56.01,0
5,0,19.58,58.34,0
6,10.23,19.23,63.45,0.186887805
7,121.82,21.16,54.99,1.68679504
8,264.33,24.15,44.9,3.943843775
9,401.42,28.93,32.23,6.82121127
10,599.7,31.72,27.75,10.9089928
11,737.5,33.4,26.13,13.96025
12,781.75,34.46,25.09,15.17415975
13,720.88,34.95,24.64,14.1709402
14,602.62,34.88,24.97,11.85854852
15,422.38,34.23,26.32,8.24005533
16,258.1,32.86,30.14,4.9443997
17,61.2,29.55,43.4,1.213307
18,0,27.41,49.6,0
19,0,26.65,52.63,0
20,0,25.93,56.27,0
21,0,25.22,59.82,0
22,0,24.65,62.54,0
23,0,24.13,64.76,0
0,0,23.57,66.84,0
1,0,23.03,68.69,0
2,0,22.57,69.75,0
3,0,22.13,70.75,0
4,0,21.64,71.91,0
5,0,21.03,73.5,0
6,5.78,20.79,74.07,0.13574979
7,63.67,22.34,63.96,0.94883701
8,163.73,24.99,53.38,2.535213215
9,257.35,27.86,40.98,4.28145945
10,375.8,29.88,33.65,6.5622568
11,468.12,30.98,29.83,8.39151092
12,468.52,31.56,27.66,8.53087104
13,393.6,31.71,26.67,7.2224752
14,332.27,31.64,26.42,6.11687276
15,195.62,31.36,27.08,3.64416444
16,119.28,30.16,32.97,2.22616816
17,28.1,27.35,44.04,0.62121575
18,0,25.72,46.38,0
19,0,25.14,46.47,0
20,0,24.52,48,0
21,0,24,50.32,0
22,0,23.64,52.71,0
23,0,23.32,55.08,0
0,0,22.85,57.6,0
1,0,22.47,60.39,0
2,0,22.26,62.76,0
3,0,22.16,64.13,0
4,0,21.85,66.32,0
5,0,21.47,68.15,0
6,7.22,21.54,69.58,0.15705846
7,112.78,23.1,61.95,1.6652731
8,308.23,26.16,54.06,4.86434606
9,506.08,29.7,42.25,8.7515592
10,688.1,32.01,34.59,12.59211145
11,794.6,33.54,30.06,15.0826478
12,779.1,34.7,27.2,15.2072715
13,764.62,35.26,25.77,15.12955054
14,638.1,35.32,25.25,12.6748364
15,453.6,34.91,25.68,8.9768292
16,246.45,33.95,27.95,4.849327375
17,71.82,31.75,39.7,1.46545325
18,0,29.99,43,0
19,0,28.92,45.85,0
20,0,27.82,50.72,0
21,0,26.55,57.58,0
22,0,25.5,62.09,0
23,0,24.57,66.77,0
0,0,23.99,70.93,0
1,0,23.54,74.65,0
2,0,23.2,78.46,0
3,0,23.03,81.42,0
4,0,22.93,83.72,0
5,0,22.79,85.82,0
6,9.62,22.92,86.61,0.19529568
7,117.32,24.71,78.8,1.81448974
8,297.65,27.33,64.56,4.856836025
9,477.25,30.01,51.06,8.324710125
10,677.22,32.32,40.8,12.48906268
11,777.28,34.01,35.03,14.92068176
12,768.67,35.2,31.36,15.1782453
13,707.9,35.73,29.39,14.16659515
14,581.53,35.71,28.68,11.66563384
15,402.35,35.24,29.14,8.0392788
16,240.88,33.98,32.34,4.74659608
17,65.65,31.83,44.68,1.356525275
18,0,30.14,50.15,0
19,0,29.32,52.29,0
20,0,28.47,56.35,0
21,0,27.62,61.69,0
22,0,26.86,66.39,0
23,0,26.25,69.99,0
0,0,25.61,74.12,0
1,0,25,78.27,0
2,0,24.55,81.61,0
3,0,24.21,84.24,0
4,0,23.78,86.89,0
5,0,23.47,88.87,0
6,9.77,23.65,88.54,0.200614725
7,106.2,24.71,83.04,1.6491409
8,247.3,26.33,73.53,3.93750905
9,428.98,28.28,62.33,7.15787448
10,632.03,29.98,53.04,10.99682923
11,719.1,31.06,47.28,12.8574857
12,777.03,31.81,43.47,14.15665844
13,711.7,32.22,40.86,13.1178133
14,581.35,32.46,38.75,10.81184195
15,402.88,32.45,37.33,7.5438552
16,218.27,31.88,37.44,4.10981392
17,59.03,29.77,48.62,1.182157895
18,0,27.61,54.26,0
19,0,26.72,55.62,0
20,0,25.85,57.67,0
21,0,25.13,59.73,0
22,0,24.54,61.06,0
23,0,24.1,61.85,0
0,0,23.77,62.8,0
1,0,23.44,64.46,0
2,0,23.07,67.22,0
3,0,22.69,70.03,0
4,0,22.53,72.38,0
5,0,22.26,74.3,0
6,9.15,22.29,75.82,0.186091575
7,105.7,23.64,68.97,1.5908116
8,263.27,27.26,51.79,4.29679559
9,352.98,30.16,40.54,6.20431956
10,537.92,32.18,34.1,9.90681952
11,622.2,33.85,29.22,11.9209115
12,598.28,35.01,26.17,11.78915226
13,570.17,35.7,24.26,11.42791855
14,466.3,35.81,23.48,9.40281635
15,340.75,35.34,23.81,6.84675975
16,198.75,34.15,26.37,3.959603125
17,58.38,30.83,38.75,1.19885993
18,0,28.33,44.26,0
19,0,27.54,45.88,0
20,0,26.72,49.17,0
21,0,25.99,52.93,0
22,0,25.39,56.32,0
23,0,24.88,59.35,0
0,0,24.47,62.31,0
1,0,24.1,65.13,0
2,0,23.69,68.03,0
3,0,23.12,71.67,0
4,0,22.62,75.25,0
5,0,22.48,76.8,0
6,9.3,22.46,77.05,0.1888701
7,81.05,24.38,68.95,1.26313705
8,232.25,27.61,54.46,3.836527625
9,333.08,30.79,40.9,5.95403994
10,495.27,33.22,32.78,9.36105373
11,655.17,34.98,27.78,12.87991847
12,758.38,36.11,24.83,15.28722081
13,701.72,36.66,23.23,14.33772484
14,562.6,36.59,22.69,11.5132403
15,409.02,35.92,23.03,8.29522428
16,231.98,34.56,24.78,4.63767796
17,63.92,31.32,33.17,1.31058848
18,0,28.59,38.58,0
19,0,27.5,40.5,0
20,0,26.35,44.45,0
21,0,25.48,48.2,0
22,0,24.83,51.97,0
23,0,24.32,56.58,0
0,0,23.89,62.49,0
1,0,23.59,68.82,0
2,0,23.42,74.56,0
3,0,23.14,79.92,0
4,0,23.04,84.27,0
5,0,22.98,87.7,0
6,10.52,23.24,88.4,0.20946816
7,128.8,25.31,78.67,2.0199676
8,294.27,28.17,66.55,4.913826155
9,487.98,30.52,54.67,8.62184232
10,598.15,32.63,45.06,11.12599803
11,737.35,34.31,37.78,14.25937783
12,645.22,35.77,32.56,12.92535873
13,575.75,36.6,29.51,11.771665
14,503.45,36.79,28.08,10.36280398
15,356.05,36.27,27.93,7.296457575
16,219.43,35.3,29.34,4.46850805
17,61.72,33.16,38.41,1.32243584
18,0,31.32,42.62,0
19,0,30.24,46.97,0
20,0,29.12,51.73,0
21,0,27.99,56.16,0
22,0,26.94,60.37,0
23,0,26.23,64.52,0
0,0,25.65,68.62,0
1,0,25.17,72.64,0
2,0,24.74,76.78,0
3,0,24.33,80.93,0
4,0,23.95,84.81,0
5,0,23.59,88.1,0
6,9.8,23.79,88.4,0.2016639
7,117.97,25.83,78.62,1.883611795
8,304.42,28.66,63.91,5.14767974
9,483.9,31.42,50.76,8.7464871
10,612.22,33.63,41.49,11.66085637
11,789.05,35.33,35.31,15.61364893
12,748.85,36.44,31.28,15.2078298
13,665.92,37.05,28.72,13.7297512
14,573.7,37.02,27.59,11.8486433
15,405.27,36.47,27.83,8.320851105
16,255.8,35.36,30.03,5.1895396
17,73.95,33.31,40.89,1.555786025
18,0,31.53,47.17,0
19,0,30.75,49.45,0
20,0,30.09,52.26,0
21,0,29.46,55.37,0
22,0,28.81,58.04,0
23,0,28.09,60.49,0
0,0,27.34,63.83,0
1,0,26.79,67.72,0
2,0,26.11,72.66,0
3,0,25.46,77.84,0
4,0,24.99,82.2,0
5,0,24.61,85.64,0
6,9.68,24.59,86.84,0.20341404
7,99.4,26.15,78.48,1.6124395
8,300.52,28.58,64.99,5.07193772
9,473.48,31.21,52.92,8.51533986
10,613.8,33.39,44.04,11.6244019
11,734.78,34.9,38.41,14.4051449
12,690.25,35.86,34.62,13.84700175
13,602.33,36.5,31.65,12.28200775
14,539.72,36.69,29.73,11.07499706
15,365.3,36.38,29.15,7.5002013
16,207.43,35.51,30.23,4.252490185
17,57.83,33.77,39.18,1.265676095
18,0,32.23,45.14,0
19,0,31.41,47.5,0
20,0,30.45,51.15,0
21,0,29.71,54.07,0
22,0,29.08,57.04,0
23,0,28.41,60.12,0
0,0,27.82,62.73,0
1,0,27.22,65.58,0
2,0,26.5,69.13,0
3,0,25.75,73.18,0
4,0,25.19,77.07,0
5,0,24.73,81.1,0
6,7.43,24.82,82.72,0.17084817
7,95.88,26.84,73.31,1.58758864
8,243.1,30.07,56.87,4.28113265
9,392.25,32.87,44.38,7.362903375
10,530.62,34.86,37.08,10.41366094
11,590.58,36.32,32.31,11.97711452
12,569.75,37.17,29.57,11.78648588
13,605.78,37.42,28.27,12.60240442
14,487.02,36.8,28.69,10.0313762
15,365.17,35.82,30.23,7.40556273
16,209.25,34.73,33.49,4.214951125
17,56.5,33,40.22,1.2209
18,0,31.66,43.21,0
19,0,30.91,44.96,0
20,0,30.16,47.85,0
21,0,29.45,51.57,0
22,0,28.92,55.44,0
23,0,28.47,57.99,0
0,0,27.98,59.91,0
1,0,27.5,62.08,0
2,0,27.04,64.57,0
3,0,26.31,68.51,0
4,0,25.46,73.29,0
5,0,24.83,77.77,0
6,9.3,24.84,79.7,0.1988304
7,109.43,26.7,70.9,1.79516395
8,283.17,30.17,51.85,4.986345005
9,472.45,33.44,35.7,8.9711151
10,611.03,35.62,27.63,12.18556237
11,711.35,37.2,22.52,14.6855615
12,695.78,38.27,19.19,14.71155027
13,716.83,38.66,17.23,15.28880401
14,613.6,38.47,16.36,13.0633364
15,433.02,37.72,16.52,9.12390648
16,244.93,36.3,18.01,5.07941905
17,83.72,32.72,26.76,1.71664328
18,0,29.59,33.46,0
19,0,28.61,35.65,0
20,0,27.9,37.69,0
21,0,27.73,38.51,0
22,0,27.83,38.37,0
23,0,26.72,42.27,0
0,0,25.43,49.53,0
1,0,24.58,60.42,0
2,0,24,72.05,0
3,0,23.51,81.9,0
4,0,23.14,88.68,0
5,0,23.08,92.01,0
6,10.05,23.49,92.32,0.203921025
7,124.38,25.54,82.71,1.96592434
8,293.95,28.56,66.94,4.9601579
9,500.88,31.79,50.32,9.13363884
10,637.03,34.81,35.6,12.46761894
11,801.08,36.85,28.02,16.3979591
12,828.92,38.03,24,17.41417242
13,779.6,38.69,21.64,16.6267258
14,651.65,38.76,20.42,13.9497668
15,465.75,38.27,20.18,9.917476125
16,276.45,37.08,21.5,5.8095322
17,75.53,34.04,31.67,1.61020604
18,0,31.31,36.56,0
19,0,30.07,38.52,0
20,0,28.7,42.39,0
21,0,27.6,47.24,0
22,0,26.8,52.16,0
23,0,26.23,56.85,0
0,0,25.74,61.91,0
1,0,25.26,67.89,0
2,0,24.84,74.62,0
3,0,24.38,81.6,0
4,0,23.96,88.16,0
5,0,23.83,92.29,0
6,8.7,24.26,92.38,0.1876029
7,96,26.1,83.4,1.55752
8,279.7,28.87,68.17,4.76259755
9,440.38,31.88,52.58,8.05911648
10,628.9,34.57,40.39,12.24185785
11,691.22,36.42,33.48,14.03047958
12,714.45,37.68,29.3,14.9134017
13,680.35,38.31,27.04,14.41020633
14,520.12,38.38,26.02,11.07344252
15,401.48,37.92,26.08,8.50640472
16,226.5,37,27.15,4.7806
17,73.38,35.17,34.29,1.60652357
18,0,33.11,41.63,0
19,0,32.1,44.79,0
20,0,31.1,48.03,0
21,0,30.19,51.79,0
22,0,29.31,56.65,0
23,0,28.43,62.24,0
0,0,27.64,67.94,0
1,0,26.8,73.95,0
2,0,26.06,79.72,0
3,0,25.47,84.34,0
4,0,25.02,88.11,0
5,0,24.71,90.69,0
6,9.12,24.79,90.21,0.19593816
7,105.88,26.52,79.85,1.73062192
8,261.58,29.2,65.01,4.4980862
9,412.52,31.76,52.54,7.53268584
10,574.58,33.7,44.01,10.9681807
11,696.2,35.1,38.25,13.717229
12,829.22,35.92,34.34,16.63308708
13,766.28,36.38,31.53,15.54831988
14,665.33,36.58,29.5,13.58698463
15,480.48,36.51,28.2,9.84584616
16,295.6,35.97,27.98,6.0532294
17,87.97,33.79,37.28,1.837515335
18,0,31.86,40.93,0
19,0,30.89,42.66,0
20,0,29.86,45.29,0
21,0,29,48.35,0
22,0,28.38,51.33,0
23,0,27.67,55.15,0
0,0,26.85,59.44,0
1,0,26.1,64.28,0
2,0,25.38,70.58,0
3,0,24.74,77.69,0
4,0,24.28,84.12,0
5,0,24.08,88.2,0
6,8.65,24.39,88.19,0.187375575
7,112.85,26.16,79.3,1.8216577
